Catégorie,Date de commande,Segment,Objectif de vente
Fournitures de bureau,23-09-2012,Entreprise,169
Fournitures de bureau,23-09-2012,Grand public,4324
Mobilier,23-09-2012,Entreprise individuelle,357
Fournitures de bureau,24-09-2012,Entreprise individuelle,761
Fournitures de bureau,24-09-2012,Grand public,131
Mobilier,24-09-2012,Entreprise,50
Produits technologiques,24-09-2012,Entreprise individuelle,738
Fournitures de bureau,26-09-2012,Entreprise,300
Fournitures de bureau,26-09-2012,Entreprise individuelle,1631
Produits technologiques,26-09-2012,Entreprise,421
Produits technologiques,26-09-2012,Grand public,142
Fournitures de bureau,27-09-2012,Entreprise,477
Fournitures de bureau,27-09-2012,Grand public,1841
Produits technologiques,27-09-2012,Entreprise,919
Produits technologiques,27-09-2012,Grand public,2954
Fournitures de bureau,28-09-2012,Entreprise,12
Fournitures de bureau,28-09-2012,Entreprise individuelle,105
Fournitures de bureau,28-09-2012,Grand public,4287
Mobilier,28-09-2012,Entreprise,163
Fournitures de bureau,29-09-2012,Entreprise individuelle,455
Fournitures de bureau,29-09-2012,Grand public,260
Mobilier,29-09-2012,Entreprise individuelle,735
Fournitures de bureau,30-09-2012,Entreprise,11
Fournitures de bureau,30-09-2012,Entreprise individuelle,470
Fournitures de bureau,30-09-2012,Grand public,98
Mobilier,30-09-2012,Grand public,620
Fournitures de bureau,03-10-2012,Grand public,368
Mobilier,03-10-2012,Grand public,232
Fournitures de bureau,04-10-2012,Entreprise individuelle,412
Mobilier,04-10-2012,Entreprise individuelle,281
Produits technologiques,04-10-2012,Entreprise individuelle,2110
Fournitures de bureau,06-10-2012,Grand public,169
Mobilier,06-10-2012,Entreprise individuelle,276
Fournitures de bureau,07-10-2012,Grand public,25
Fournitures de bureau,08-10-2012,Entreprise individuelle,117
Mobilier,08-10-2012,Entreprise individuelle,134
Fournitures de bureau,10-10-2012,Entreprise,106
Fournitures de bureau,10-10-2012,Entreprise individuelle,201
Fournitures de bureau,10-10-2012,Grand public,35
Fournitures de bureau,11-10-2012,Entreprise individuelle,26
Fournitures de bureau,11-10-2012,Grand public,193
Fournitures de bureau,12-10-2012,Entreprise individuelle,371
Fournitures de bureau,12-10-2012,Grand public,334
Produits technologiques,12-10-2012,Grand public,1169
Fournitures de bureau,13-10-2012,Entreprise,1159
Fournitures de bureau,13-10-2012,Entreprise individuelle,70
Fournitures de bureau,14-10-2012,Grand public,94
Produits technologiques,14-10-2012,Grand public,100
Fournitures de bureau,15-10-2012,Entreprise,157
Fournitures de bureau,17-10-2012,Entreprise,40
Fournitures de bureau,17-10-2012,Grand public,37
Mobilier,17-10-2012,Grand public,2280
Fournitures de bureau,18-10-2012,Grand public,173
Produits technologiques,18-10-2012,Grand public,1134
Fournitures de bureau,19-10-2012,Entreprise individuelle,80
Fournitures de bureau,19-10-2012,Grand public,37
Mobilier,19-10-2012,Grand public,1864
Fournitures de bureau,20-10-2012,Entreprise,26
Fournitures de bureau,20-10-2012,Entreprise individuelle,11
Fournitures de bureau,20-10-2012,Grand public,1206
Mobilier,20-10-2012,Entreprise,50
Fournitures de bureau,21-10-2012,Entreprise,383
Mobilier,21-10-2012,Entreprise,260
Fournitures de bureau,22-10-2012,Entreprise,182
Mobilier,22-10-2012,Grand public,96
Fournitures de bureau,24-10-2012,Entreprise individuelle,249
Produits technologiques,24-10-2012,Entreprise,329
Fournitures de bureau,25-10-2012,Entreprise,75
Fournitures de bureau,25-10-2012,Grand public,99
Mobilier,26-10-2012,Grand public,53
Mobilier,27-10-2012,Entreprise individuelle,567
Fournitures de bureau,28-10-2012,Entreprise individuelle,61
Mobilier,28-10-2012,Entreprise individuelle,203
Fournitures de bureau,29-10-2012,Grand public,106
Mobilier,29-10-2012,Grand public,825
Fournitures de bureau,31-10-2012,Entreprise individuelle,249
Fournitures de bureau,31-10-2012,Grand public,153
Fournitures de bureau,01-11-2012,Grand public,3404
Mobilier,01-11-2012,Grand public,691
Produits technologiques,01-11-2012,Grand public,2422
Fournitures de bureau,02-11-2012,Entreprise,216
Fournitures de bureau,02-11-2012,Entreprise individuelle,15
Fournitures de bureau,02-11-2012,Grand public,169
Mobilier,02-11-2012,Entreprise individuelle,1330
Mobilier,02-11-2012,Grand public,536
Produits technologiques,02-11-2012,Entreprise individuelle,735
Fournitures de bureau,03-11-2012,Entreprise,117
Fournitures de bureau,03-11-2012,Grand public,3329
Mobilier,03-11-2012,Entreprise,1248
Mobilier,03-11-2012,Grand public,788
Produits technologiques,03-11-2012,Grand public,521
Fournitures de bureau,04-11-2012,Entreprise,64
Fournitures de bureau,04-11-2012,Grand public,737
Mobilier,04-11-2012,Grand public,1267
Produits technologiques,04-11-2012,Entreprise,1104
Fournitures de bureau,05-11-2012,Grand public,838
Produits technologiques,05-11-2012,Grand public,4894
Fournitures de bureau,06-11-2012,Entreprise individuelle,38
Mobilier,06-11-2012,Entreprise individuelle,160
Produits technologiques,06-11-2012,Entreprise individuelle,1201
Fournitures de bureau,07-11-2012,Entreprise individuelle,89
Fournitures de bureau,07-11-2012,Grand public,168
Fournitures de bureau,08-11-2012,Entreprise,374
Fournitures de bureau,08-11-2012,Entreprise individuelle,543
Fournitures de bureau,08-11-2012,Grand public,158
Mobilier,08-11-2012,Entreprise,888
Fournitures de bureau,09-11-2012,Entreprise,106
Fournitures de bureau,09-11-2012,Grand public,33
Mobilier,09-11-2012,Entreprise,134
Mobilier,09-11-2012,Grand public,165
Produits technologiques,09-11-2012,Grand public,669
Fournitures de bureau,10-11-2012,Entreprise,26
Fournitures de bureau,10-11-2012,Entreprise individuelle,621
Fournitures de bureau,10-11-2012,Grand public,875
Mobilier,10-11-2012,Grand public,188
Produits technologiques,10-11-2012,Entreprise individuelle,444
Produits technologiques,10-11-2012,Grand public,142
Fournitures de bureau,11-11-2012,Grand public,985
Fournitures de bureau,13-11-2012,Entreprise,84
Fournitures de bureau,13-11-2012,Entreprise individuelle,207
Fournitures de bureau,14-11-2012,Grand public,111
Mobilier,14-11-2012,Entreprise,69
Fournitures de bureau,15-11-2012,Entreprise individuelle,53
Fournitures de bureau,15-11-2012,Grand public,352
Mobilier,15-11-2012,Grand public,1211
Produits technologiques,15-11-2012,Entreprise individuelle,974
Produits technologiques,15-11-2012,Grand public,598
Fournitures de bureau,16-11-2012,Entreprise,341
Fournitures de bureau,16-11-2012,Grand public,304
Produits technologiques,16-11-2012,Entreprise,426
Fournitures de bureau,17-11-2012,Entreprise,82
Fournitures de bureau,17-11-2012,Entreprise individuelle,233
Fournitures de bureau,17-11-2012,Grand public,30
Mobilier,17-11-2012,Entreprise individuelle,97
Fournitures de bureau,18-11-2012,Grand public,22
Mobilier,18-11-2012,Grand public,3385
Fournitures de bureau,19-11-2012,Entreprise,301
Mobilier,19-11-2012,Entreprise,547
Produits technologiques,19-11-2012,Entreprise,1068
Fournitures de bureau,21-11-2012,Grand public,274
Mobilier,21-11-2012,Grand public,204
Fournitures de bureau,22-11-2012,Entreprise individuelle,819
Fournitures de bureau,22-11-2012,Grand public,488
Mobilier,22-11-2012,Grand public,141
Produits technologiques,22-11-2012,Entreprise individuelle,87
Produits technologiques,22-11-2012,Grand public,100
Fournitures de bureau,23-11-2012,Grand public,355
Mobilier,23-11-2012,Grand public,412
Produits technologiques,23-11-2012,Grand public,1452
Produits technologiques,24-11-2012,Grand public,1170
Fournitures de bureau,25-11-2012,Grand public,24
Produits technologiques,25-11-2012,Grand public,1230
Fournitures de bureau,26-11-2012,Grand public,1836
Mobilier,26-11-2012,Entreprise,142
Produits technologiques,26-11-2012,Entreprise,740
Fournitures de bureau,27-11-2012,Grand public,108
Fournitures de bureau,28-11-2012,Grand public,791
Produits technologiques,28-11-2012,Grand public,418
Fournitures de bureau,29-11-2012,Entreprise,45
Fournitures de bureau,29-11-2012,Entreprise individuelle,221
Fournitures de bureau,29-11-2012,Grand public,142
Produits technologiques,29-11-2012,Entreprise,88
Produits technologiques,29-11-2012,Entreprise individuelle,1597
Fournitures de bureau,30-11-2012,Entreprise,67
Fournitures de bureau,30-11-2012,Grand public,87
Mobilier,30-11-2012,Entreprise,723
Mobilier,30-11-2012,Grand public,123
Produits technologiques,30-11-2012,Grand public,1542
Fournitures de bureau,01-12-2012,Entreprise,187
Fournitures de bureau,01-12-2012,Entreprise individuelle,294
Fournitures de bureau,01-12-2012,Grand public,456
Produits technologiques,01-12-2012,Entreprise individuelle,3838
Fournitures de bureau,02-12-2012,Entreprise,28
Fournitures de bureau,02-12-2012,Entreprise individuelle,443
Fournitures de bureau,02-12-2012,Grand public,942
Produits technologiques,02-12-2012,Entreprise,91
Produits technologiques,02-12-2012,Grand public,636
Fournitures de bureau,03-12-2012,Entreprise,56
Fournitures de bureau,03-12-2012,Entreprise individuelle,203
Fournitures de bureau,03-12-2012,Grand public,62
Mobilier,03-12-2012,Entreprise,1084
Produits technologiques,03-12-2012,Entreprise,3896
Produits technologiques,03-12-2012,Grand public,322
Fournitures de bureau,05-12-2012,Entreprise,46
Fournitures de bureau,05-12-2012,Grand public,57
Mobilier,05-12-2012,Grand public,1030
Produits technologiques,05-12-2012,Grand public,589
Fournitures de bureau,06-12-2012,Entreprise,25
Fournitures de bureau,06-12-2012,Grand public,296
Mobilier,06-12-2012,Entreprise individuelle,1197
Mobilier,06-12-2012,Grand public,160
Produits technologiques,06-12-2012,Entreprise,315
Produits technologiques,06-12-2012,Grand public,669
Fournitures de bureau,07-12-2012,Grand public,106
Mobilier,07-12-2012,Grand public,140
Fournitures de bureau,08-12-2012,Entreprise,143
Fournitures de bureau,08-12-2012,Entreprise individuelle,215
Fournitures de bureau,08-12-2012,Grand public,257
Mobilier,08-12-2012,Entreprise individuelle,911
Produits technologiques,08-12-2012,Entreprise individuelle,301
Produits technologiques,08-12-2012,Grand public,1161
Fournitures de bureau,09-12-2012,Entreprise,11
Fournitures de bureau,09-12-2012,Entreprise individuelle,585
Mobilier,09-12-2012,Entreprise,953
Mobilier,09-12-2012,Entreprise individuelle,420
Produits technologiques,09-12-2012,Entreprise individuelle,253
Fournitures de bureau,10-12-2012,Entreprise,719
Fournitures de bureau,10-12-2012,Grand public,122
Mobilier,10-12-2012,Entreprise,302
Mobilier,10-12-2012,Grand public,402
Produits technologiques,10-12-2012,Entreprise individuelle,447
Fournitures de bureau,12-12-2012,Entreprise,164
Fournitures de bureau,12-12-2012,Grand public,28
Produits technologiques,12-12-2012,Entreprise individuelle,373
Fournitures de bureau,13-12-2012,Entreprise,771
Fournitures de bureau,13-12-2012,Grand public,992
Mobilier,13-12-2012,Entreprise,1537
Mobilier,13-12-2012,Grand public,1408
Produits technologiques,13-12-2012,Entreprise,328
Produits technologiques,14-12-2012,Grand public,1517
Fournitures de bureau,15-12-2012,Entreprise,1223
Fournitures de bureau,15-12-2012,Entreprise individuelle,649
Fournitures de bureau,15-12-2012,Grand public,22
Mobilier,15-12-2012,Entreprise,65
Mobilier,15-12-2012,Entreprise individuelle,525
Mobilier,15-12-2012,Grand public,1963
Produits technologiques,15-12-2012,Entreprise,1588
Produits technologiques,15-12-2012,Entreprise individuelle,388
Fournitures de bureau,16-12-2012,Grand public,649
Produits technologiques,16-12-2012,Grand public,527
Fournitures de bureau,17-12-2012,Entreprise,168
Fournitures de bureau,17-12-2012,Grand public,811
Mobilier,17-12-2012,Grand public,417
Produits technologiques,17-12-2012,Entreprise,637
Produits technologiques,17-12-2012,Grand public,2329
Fournitures de bureau,19-12-2012,Entreprise,194
Fournitures de bureau,19-12-2012,Entreprise individuelle,311
Fournitures de bureau,19-12-2012,Grand public,14
Mobilier,19-12-2012,Entreprise individuelle,3084
Produits technologiques,19-12-2012,Entreprise,89
Fournitures de bureau,20-12-2012,Entreprise,133
Fournitures de bureau,20-12-2012,Grand public,684
Mobilier,20-12-2012,Grand public,1140
Produits technologiques,20-12-2012,Grand public,116
Fournitures de bureau,21-12-2012,Entreprise,2173
Fournitures de bureau,21-12-2012,Entreprise individuelle,49
Fournitures de bureau,21-12-2012,Grand public,1281
Mobilier,21-12-2012,Entreprise,410
Produits technologiques,21-12-2012,Entreprise individuelle,249
Fournitures de bureau,22-12-2012,Entreprise,308
Fournitures de bureau,22-12-2012,Entreprise individuelle,154
Produits technologiques,22-12-2012,Grand public,136
Fournitures de bureau,23-12-2012,Entreprise,128
Fournitures de bureau,23-12-2012,Grand public,929
Mobilier,23-12-2012,Grand public,68
Produits technologiques,23-12-2012,Grand public,1796
Fournitures de bureau,24-12-2012,Grand public,45
Fournitures de bureau,26-12-2012,Entreprise,239
Fournitures de bureau,26-12-2012,Grand public,694
Mobilier,26-12-2012,Entreprise,4287
Mobilier,26-12-2012,Grand public,1229
Produits technologiques,26-12-2012,Entreprise,1615
Produits technologiques,26-12-2012,Grand public,339
Fournitures de bureau,27-12-2012,Entreprise individuelle,438
Fournitures de bureau,27-12-2012,Grand public,1406
Produits technologiques,27-12-2012,Entreprise,390
Produits technologiques,27-12-2012,Entreprise individuelle,273
Produits technologiques,27-12-2012,Grand public,260
Fournitures de bureau,28-12-2012,Entreprise,162
Fournitures de bureau,28-12-2012,Entreprise individuelle,519
Mobilier,28-12-2012,Entreprise,417
Mobilier,28-12-2012,Entreprise individuelle,2602
Produits technologiques,28-12-2012,Entreprise,191
Fournitures de bureau,29-12-2012,Entreprise individuelle,123
Fournitures de bureau,29-12-2012,Grand public,91
Produits technologiques,29-12-2012,Grand public,275
Fournitures de bureau,30-12-2012,Entreprise individuelle,41
Fournitures de bureau,30-12-2012,Grand public,143
Mobilier,30-12-2012,Entreprise individuelle,272
Produits technologiques,30-12-2012,Grand public,507
Fournitures de bureau,31-12-2012,Entreprise,237
Mobilier,31-12-2012,Entreprise,627
Fournitures de bureau,02-01-2013,Entreprise,82
Fournitures de bureau,03-01-2013,Grand public,393
Mobilier,03-01-2013,Entreprise,45
Fournitures de bureau,04-01-2013,Entreprise individuelle,41
Fournitures de bureau,04-01-2013,Grand public,745
Fournitures de bureau,05-01-2013,Entreprise individuelle,899
Fournitures de bureau,05-01-2013,Grand public,775
Mobilier,05-01-2013,Entreprise individuelle,469
Mobilier,05-01-2013,Grand public,204
Produits technologiques,05-01-2013,Entreprise individuelle,378
Produits technologiques,05-01-2013,Grand public,1396
Fournitures de bureau,06-01-2013,Entreprise individuelle,97
Fournitures de bureau,06-01-2013,Grand public,18
Produits technologiques,06-01-2013,Grand public,161
Fournitures de bureau,07-01-2013,Entreprise,83
Fournitures de bureau,07-01-2013,Entreprise individuelle,56
Produits technologiques,07-01-2013,Entreprise,974
Produits technologiques,07-01-2013,Grand public,109
Fournitures de bureau,09-01-2013,Grand public,263
Mobilier,09-01-2013,Grand public,930
Produits technologiques,09-01-2013,Entreprise,330
Produits technologiques,09-01-2013,Grand public,846
Fournitures de bureau,10-01-2013,Grand public,1625
Produits technologiques,10-01-2013,Grand public,207
Fournitures de bureau,11-01-2013,Entreprise,98
Produits technologiques,11-01-2013,Grand public,2104
Fournitures de bureau,12-01-2013,Entreprise,1643
Mobilier,12-01-2013,Entreprise,96
Produits technologiques,12-01-2013,Entreprise,1893
Fournitures de bureau,13-01-2013,Grand public,765
Produits technologiques,13-01-2013,Entreprise individuelle,1026
Fournitures de bureau,14-01-2013,Grand public,53
Produits technologiques,14-01-2013,Grand public,444
Fournitures de bureau,16-01-2013,Entreprise,2624
Fournitures de bureau,16-01-2013,Entreprise individuelle,108
Fournitures de bureau,16-01-2013,Grand public,19
